score;content
3;Kenapa waktu mau log in malah disuruh aktivasi ulang, mohon pencerahannya
2;Klo mau TF slalu gak bisa
1;Knp gk bisa d download ini
5;Setelah updte, buka aplikasi trus kalo di minta aktivasi ulang, cari di aplksinya ada tulisan aktivasi, trus masukin no rek / no kartu, berees
1;Gak bisa di akses stlh update aplikasi😩, ada solusi gak nih?
5;Fungsional
4;Saya tertarik untuk menggunakan fitur ini, nanti kalau bagus saya kasih 5 bintang
5;Senang sangat membantu
5;klau bisa di tmbah layanan utk pembayaran bpjs
5;Setelah aktivasi ulang baru bisa login, harus ingat no rek, user dan password.. Semoga fiturnya tambah lengkap..
1;Habis di update , kenapa pas sign in disuruh aktifasi ulang ya?
2;Masih ga bisa login juga.. Jadi mesti ke bank y biar bisa login?
4;Udah bagus app, Sayang kurang lengkap fitur pembayarannya, coba bisa buat bayar listrik, dan tagihan lainnya, semoga kedepannya ada peningkatan lagi
5;Bagus
1;"sangat disayangkan mau ganti pin pada saat masuk cek jaringan internet anda, padahal internet aman"" aja..."
1;updet jdi ga bisa login, suruh aktivasi ulang data tidak di temukan ga jelas updetnya bikin tambah susah....
1;Pusing, disuruh aktivasi tapi mentok di kode otp, ga bisa dilanjut, masih mending kemarin sebelum diupgrade lah, baca komenan semua problemnya sama,
4;Kalau bisa gak usa pake OTP lagi, langsung M-PIN saja. Tks
1;Nggak bisa login, udah 3 hari
5;Fitur kurang lengkap
1;Tidak bisa di aktivasi
1;Super super jelek sekali. Aktivasi gagal terus padahal signal WiFi ku baik2 aja!!!!!
1;Banyakan errornya drpd manfaatnya
1;IYa ya kenapa aplikasinya kayak gini,,,,,parahhh
5;Bagus
1;Gak bisa aktivasi setelah di update
4;Berkali2 muncul error 108 nasabah sudah disetujui atau ditolak, berkali2 aktivasi nggak bisa juga, akhirnya sampai sekarang nggak bisa login dengan pesan error yang sama
1;Sebelum update bisa login....setelah update tidak bisa login????😭 Disuruh aktivasi malah tambah error???🤢🤢🤢hub CS masih error tdk ada kemajuan.....
1;Tdak bsa akses eror trs. Kenapa ya..krmn2 bsa knpa 3 hr in tdk bsa
1;Tidak bisa diandalkan Terlalu sering terjadi eror!
1;Min, dilihat dong semua berkomentar kanapa jelek aplnya setelah diperbaharui gak bisa login. Bilangnya periksa internet anda saya pakai WiFi Telkom super ngebut gk ngaruh sama sekali
1;"Gak guna......muncul notif ""nasabah disetujui atau ditolak """
5;👍👍👍
5;Tambahkan fitur deposito
4;Ok
2;108 eror: nasabah sudah disetujui atau ditolak ( eror semenjak diperbaharui)
4;"Sudah di update tapi ada pesan ""invalid versi"", tolong pengembang apikasi solusinya ????"
1;Kenapa di hp saya.. ada kata2 simcard tdk terdeteksi... jd skrg saya tidak bisa menggunakan BSB mobilenya... Ini sudah di update malah minta update lg.. gmn developer system... ? Uprade lah ke jenis android yg compatible android versi yg lebih tinggi...
1;Setelah update malah gak bisa login.. keteranganny selalu invalid version please update.. Padahal dah update an terbaru.. Payaaah nih..kok malah makin jelek setelah versi terbaru.
1;Aplikasi Error..sudah update malah minta di update lagi..
1;kenapa user sama pass saya g bisa login terlanjur di reset
5;Good job
2;Klw salah pin masih okelah karna lgs diblock tp ni asli Sangat2 kecewa dengan pelayanan atm yg sering eror,mati sendiri,alhasil kartu bca gua kesedot ngk bisa diambil,padahal bukan kesalahan gua melainkan atmnya! Skrng Id bener,pss jg bener?tp selalu muncul disetujui atau ditolak ,tah maunya apa?byk erorny
2;Muncul kata2 aktifasi ulang (184) app update mesti ke bank lagi nih buat aktifasi atau bisa online ?
1;Parah...akun sya malah rusak...bsb emg gk bs bersaibg dg m banking bank lain..
2;Sama seperti yang lain, setelah di perbaharui tidak bisa login. Eror nasabah ditolak. Hadeh nambah ribet!
1;Eror
1;Gimana ni beli pulsa 50 rb tapi eror. Pulsa ga masuk saldonya bekurang
1;Setelah update, malahan tidak bisa login masuk ke akun 😔
1;saya coba memperbarui tetapi berkali-kali dgn kata2 sudah disetujui atau ditolak. dicoba lagi dibalas dengan cek jaringan internet. padahal internet saya kencang
3;Baru di update semalem pagi ini sudah ga bisa login lg,,,, diminta aktivasi lagi tp tetap ga bisa login
1;Setelah diupdate aplikasi malah eror. Payah nih mending uninstal aja. Aplikasi gak guna. Disaat lagi dibutuhkan malah gak bisa dipakai !!!!!!!!!
1;Setelah update dan disuruh aktivasi ulang muncul pesan error nasabah disetujui atau ditolak, maunya yg mana, error tapi kok ada kalimat nasabah disetujui, untung bukan jadi rekening utama ni bank daerah, rawan hack aplikasinya 😏
5;Mantuk
2;Mau reset password eh pas mau aktivasi mau masukin passwordnya malah ada notif periksa koneksi,padahal mau pakai paket data atau wifi lancar jaya giliran di aplikasi ini malah kek gitu
5;Mantab
2;Kenapa sdh aktivasi tdk bs log in ket sudah d setjui atau d tolak mksdny ap hemmmmmmm
1;Aplikasinya sering keluar sendiri
4;Setelah diupdate kok malah gak bisa login.. Tolong diperbaiki lg Min..?
1;Eror terus trf bank lain diperbarui sudah aktifasi eh malah gak bisa login... Ket ' 108 eror nasaba sudah disetujui atau ditolak'
5;Sangat membantu dan memudahkan banget, good luck dan jayalah terus Bank Sumsel Babel... #kitopacak wkwkwkkwk
1;Kecewa banget sama aplikasi ini masa dari tadi mau transfer gk bisa terus alasannya Error lh jaringannya lah padahal jaringannya 4G
5;Ok banget
3;knp setelah pembaharuan hrs izin app dan saya g bs lg pakai
4;Aplikasi yg bgus
1;Aplikasi sangat tidak membantu. Saya kira bisa untuk transfer dll. Tpi gak guna. Lama antri pula pengaktifan. Maaf kalau emosi karena ketika dibutuhkan gak fungsi sama sekali.
1;"Tiba bisa akses aktivitas padahal nomor rekening sudah benar malah tertera ""data tidak ditemukan"" mohon diperbaiki lagi sistemnya Saya kasih bintang 1 dulu. Kecewa saya. Terima kasih"
3;Sering eror
5;Bagus sekali
5;Top
1;Tidak bisa aktivasi ... Tolong kasih saran atau yg bisa membantu...
5;Mtop
2;Aktivasi tidak bisa di buka eror trs..
1;Data tidak di temukan ? Wtf
5;Mantaaab
4;Mantap
4;Yang belum bisa dipakai aktivasinya di CS ya, ini kan pengganti atm, masak cuma modal download n instal bisa langsung aktif, berarti semua orang bisa dong akses rekening kita, mikir ya, ini soal keamanan uang anda, sama kayak atm aktivasinya di bank sumsel..
5;Ok bgt
5;Sngt bermanfaat
4;Sangat membantu
1;Kok aplikasinya gini banget ya. Haruskah ke CS untuk aktivasi atau gimana....... Tolong di kasih penjelasan ya bos. BUMD lo ini.
1;Petunjuk activasi tidak jelas Petunjuk penggunaan aplikasi sangat minim dan sulit
1;Sangat membantu tpi udah 2 minggu ini error nasabah tidak ditemukan padahal id dan pin udah benar tolong donk di perbaiki mana gak bisa keluar rumah lagi butuh banget nie amplikasi
5;Oke
3;Tadinya aplikasi bisa dipakai, akhir akhir ini tidak bisa di aktifkan, kenapa ya?
5;Mantap
4;Alhamdulillah sgt terbantu sm aplikasi ini,😁
5;Bagus
2;kenapa ga bs d akses, tertulis sim tdak terdeteksi pdhal sim ny ga msalah n mobile banking lain ny bs, tlg d tindak lanjutin pak
5;Suka
5;Sangat baik
1;Mengapa terus muncul notif SIM CARD tidak terdeteksi? Pdhl sim card sudah trrpasang dan koneksi lancar
4;Mantap
5;Ok...untuk work from home
5;Mantappp
3;Coba dulu...
1;kenapa pas di download mentok di 97% saja padahal suda 4kali didownload tp tetap sama kayak gitu
5;Bagus
1;Kenapa sudah semuanya di izinkan. Tetapi dak bisa di buka dan terus minta perizinan.
1;Tidak bisa aktifasi, pas masukkan nmr rekening malah data tidak ditemukan
5;Sangat membantu
5;Semoga bisa lihat/download semua transaksi debit/kredit dalam satu klik
5;Sangat membantu
5;Sangat membantu, harapannya fiturnya makin bertambah dalam memudah transaksi 👍🙏
1;Kenapa setelah pembaharuan aplikasi tidak bisa di buka... Dgn keterangan aktifkan perizinan aplikasi pada manager aplikasi di pengaturan, sudah dicek perizinannya sudah oke semua. Tapi masih tidak bisa dibuka??
5;Bagus
5;Mntaap
5;Keren
5;seangat Membantu dalam transaksi
5;Mempermudah transaksi
2;Kenapa kok susah skrng masuknya
5;Cepat dan sangat membantu
3;Sangat mendukung
5;Oke
5;Bagus
5;Ok
5;BANK DAERAH MANTAPPPP
5;Membantu sekalii, dlm aktifitas sy, jd ga perlu repot2 mau ke Atm, ato dateng k cs ny, saranny mungkin utk dtambahin fitur2 biarr tambah ok
5;"Untuk OS Android 10 msh blm support, setiap buka aplikasi selalu tulisan ""Kartu SIM tidak terdeteksi"", tolong diperbaiki, tks"
1;Berapa kali aktivasi selalu tidak bisa
1;Mau aktivasi aja susah boss, gimna mau makenya....ampunnnnn
2;Masak aplikasinya gak bisa tranfer tolong bantuan untuk bank sumsel babel
5;Oke
1;Mohon diperbaiki muncuk notif ERROR TIDAK DIkETAHUI pada saat pembayaran SAMSAT, aplikasi keren tapi pas tinggal klik mau transfer uang malah error, jaman skrg sudah serba online semua
1;Di upgrade malah ga bisa dipake
1;Tidak bisa masuk ke akun ...aneh
1;Tidak bisa dipkai data tidak ditemukan
5;Oke
5;Mantap
5;Mantap
1;Kenapa sekarang aplikasinya tidak bisa dibuka? Duh disayangkan sekali
1;Kenapa saya tidak bisa aktivasi.saya sangat butuh ini
1;AKU GAK BAKAL LAGI MAKE NI BANK.BERMASALAH TERUS BERAPA KALI CAPEK SAYA, SALAH PASSWORD MBANKING AJ PERLU KE CS NYA GAK BISA KAYAK BNI YANG LANGSUNG BISA DIGANTI SENDIRI PASS MPIN NYA PERMASALAHAN SAYA SELAMA PAKAI NI BANK 1.MENGAMBIL UANG SEBESAR 3jt GAK KELUAR DI MESIN ATM NYA TAPI SALDO TERKURANG DAN PERLU KE BANK NGURUS NGURUS BERKAS LAGI DAN BUTUH WAKTU LAMA 2.TRANSFER KE REKENING LAIN DAN GAK MASUK TETAPI SALDO BERKURANG 3.TOP UP SHOPEE PAY DAN SALDO BERKURANG TAPI SHOPEE PAY GAK MASUK
5;aplikasinya oke
1;Sangat mbantu
1;habis upgrade malah gak bisa di pake, ini bank pemerintah? aplikasi sebelum di publish uji coba dlu lah... biar gak ketahuan goblok ny
1;Tidak bisa digunakan, mau daftar aja susah. Moga kedepan bisa canggih seperti bank mandiri dan bca
5;Sangat membantu saya untuk transaksi
1;Aplikasi tidak bisa di gunakan... Dsuruh ke pengaturan.padahal sudah sy centang smua
1;setelah di update tidak bisa dibuka, muncul peringatan silahkan aktifkan perizinan aplikasi ini blablabla... padahal tidak merubah settingan apa-apa. respon keluhan ke CSnya lambat.
1;Awalnya lancar aja dan terbantu berkat mobile banking.tapi knp skrg aplikasi tidak dapt dibuka dgn ket sim tdk terdeketsi, padahal untuk mbile banking bank lain terbaca.suda ke csnya bsb tp ngak ada penyelesaian dan solusi.mohon kiranya diperbaiki
1;Setelah di update aplikasi tidak bisa dibuka kenapa ya??????
2;Sering bermasalah ketika ingin melihat history transaksi
5;Mantap
5;Sangat baik
1;Aktipasi tapi data tidak ditemukan wkwk payah
3;Untuk pengguna hp samsung / android 10 keatas gak bisa pake aplikasi ini karna eror .... bacaannya sim tidak terdeteksi. Mohon perbarui aplikasi ini .
3;Setelah HP mendapatkan update Android 10, aplikasi Bank Sumsel Babel mobile tdk dapat diakses dengan notifikasi pesan ERROR SIM Card tidak terdeteksi, padahal tetap di HP dan no simcard yg sama, ada solusi admin ?
1;Gimana aplikasinya gak bisa buat aktivasi?? Aplikasi ancor¡!! !! !
3;Cukup baik, tp knp nomor sim saya dikatakan tidak terdeksi, pdhl selama ini lancar2 saja..
1;Kecewa,.,.,.,,.Data tidak di temukan
5;Terima kasih
1;Tiadak bisa aktivasi,no rek tidak ditemukan terus jelas² no reknya benar dikeluarkan dr bank,aplikasi goblok..
5;Mantapz tingkatkan terus kerja sama dengan virtual card..ovo,dana,link dll
4;Jaringan sering berkelahi
3;Scan QR code untuk pembayaran merchant kok gk bisa y??? Langsung keluar sesi🤔🤔🤔 Mohon di perbaiki
1;Aplikasi gak jelas, selalu gagal aktivasi
1;gak bisa masuk terus...selalu bilang data tidak ditemukan..aplikasi apaan ini.
5;Sangat memudahkan nasabah mengetahui informasi akun sendiri
1;Aplikasi goblok.. Mksdny apa data tdk di temukan.. Jelas no rek. Jlas no kartu kok bilangnya data tdk di temukan.. Goblok aplikasi
1;Aktivasi masukin no rek/no kartu kok data tidak ditemukan. Lah terus ini no rek dan no kartu dapat dari mana?produk bank sumsel babel kok data tidak ditemukan.
1;Programmernya gblg
2;Kenapa saat mau login malah d suru aktivasi ulang, tpi saat d aktivasi ulang tidak bisa memasuke kode rahasianya 😅 sudah dtg ke cs di banknya jg ga bisa , terus aku kudu piyeee ?
5;Mau isi pulsa yang jumlah nomornya 13 digit ngak bisa... Tolong di perbaiki...
1;Waktu aktivasi di minta masukan rekening, jawabnya data tidak di temukan, aplikasi goblok
2;Apakah ini tidak mendukung Android 10??
2;Gimana cara daftarnya.. saya coba ber ulang2 kok gk bisa
5;Bagus
1;Bnyak Kesalahannya mohon d perbaiki
3;kenapa ya setiap udah login ga lama hp saya nge restart, selalu berulang spt itu, tambahin pembelian token listrik dong
5;Sangat bagus
5;Bgus
4;Buat yang bilang selalu gagal transaksi mungkin kesalahan dalam masukin pinnya... Perhatikan angka n hurup kecil besarnya... Tapi apk ini masih perlu perbaika menurutku, saya mau isi pulsa token kok gak bisa
5;Ok siiip
5;ok
1;Aplikasi tidak berguna
5;Oke
3;Gak bisa melakukan pembayaran dibsemua aplikasi.. Untuk kedepannya tingkatkan lagi metode pembayaran untuk aplikasi2 lain..
4;Terlalu sering masukin OTP
5;Coba dulu
1;Kok ngk bisa transfer, pinnya ngak dikirim
2;Sangat mudah dlm transaksi, nggak perlu ke unit
3;Tolong di tambah buat top up gopay juga
3;Belum oke...
3;Tiga dulu y susah dibuka
3;Selalu bermasalah teblokir mulu 😭
5;Yes ok
5;Alangkah baiknya tiap transfer sesama bank sumsel tidak perlu menggunakan biaya admin
5;🙂
5;Awesome
5;Ok
5;Pokoknya SBS makin cakep...
5;Kereeeeennnn.. Memudahkan dlm bertransaksi
5;sangat bagus
4;Tambahkan menu pembayaran
4;Sangat mendukung
2;slalu gagal klo mau transaksi 1,2, dan 3xnya ke block.. klo bisa di perbaiki lgi.. biar nasabah sumsel babel gk kecewa. .. saya ke 2xnya beneri apk ini .. sllu gagal klo mau transaksi.. jgn kan transaksi, isi pulsa pun gagal😩 .
5;Sangat membantu transaksi perbankan
5;Sangat mepermudah nasabah dalam bertransaksi
3;Sangat membantu
5;bagus,,sangat membantu
4;Sangat berarti
4;Sangat membantu
4;Lumayan, masih kurang inovatif
5;Cek saldo, transfer, beli pulsa Semua lancar
5;Terus berkembang
5;Bagus
5;keren banget sih, ditambah lagi bisa bayar pajak kendaraan langsung disini
2;Kok minta di update aplikasi padahal baru 1 minggu download aplikasinya.
5;Good app
5;Mantul sangat membantu semoga bank kebanggan warga sumsel tambah sukses
5;Makin baik
5;Lebih bagus
5;Mancaaaapppp
5;Ok
5;Good
5;Ok
4;Memuaskan
5;Semoga semakin berkembang.. dan transaksi semakin dipermudah
5;Sangat membantu
1;Bagus
5;Keren
5;Ok
5;Sangat membantu
5;Sangat berguna
5;Aplikasinya sangat membantu
5;keren
5;Good
5;👍👍
1;Gimana masuknya klau pakek imel gak bisa masuk. Kata cuma 7huruf
1;Aktivasi ga bisa pas ngecek saldo ke atm saldo udah berkurang dasar apk bobrok! Otw uninstal!
1;Wah dah mau aktifasi data tidak ditemukan... solusinya min
5;Cukup memuaskan
1;Sudah berkali² aktivasi tidak tersedia kenapa ya? Sudah ke cs sumsel juga katanya jaringannya sedang eror padahal sdh 3bulan. Nasabah kecewa krn lagi sangat dibutuhkan
1;Payah gabisa aktivasii
1;Gak bisa aktivasi
3;Ndak guna ndak bisa login
5;Mantap
5;Mempermudah untuk transaksi
5;Mantap
5;mantap boss
5;bagus
2;sy bru saja downlod. tp gx bs masuk.. sy mnta tlg bantuannya. buku tabungan sy hlg. sy gx ingt nmr rekening sy brpa
1;kok aplikasinya gak bisa dibuka sih?
5;sangat bagus
1;kalau bisa dipake untuk pembayaran belanjan online aku kasih bintang 5 kayak shoppe
1;aplikasi bodoh, gak berguna! 🤬🖕👎
5;sangat bagus
5;Bagus,...
1;tidak bisa aktivasi
1;cara daftarnya ngimana sihh..?
5;Bank Sumsel Babel bagus dalam pelayanan tapi perlu peningkatan layanan ATM
1;tambah fitur yg blom ada...
5;ok..
5;aplikasi ini sangat membantu dan praktis sebenernya kalau kita sdh memahami cara pakai dan fungsi aplikasi tsb..jaya terus bank sumsel babel
1;sangat buruk, aplikasi tidak dapat difungsikan.. lemot parah
2;maaf kenapa ketika saya mau aktifasi kok data tidak di temukan .mohon di perbaiki pagi ya.sebenarnya dengan adanya aplikasi seperti ini akan sangat membantu kita semua para nasabah ..tetapi sanagt perlu dan banyak lagi harus di perbaiki agar parah nasabah menjadinyaman
5;ok
5;aplikasi yg sangat mmbntu baik transfer k sesama mau pun antar bank semua lancar mau apa aj bsa trgntung dr pulsa sm internet kali ya bagi yg komen katanya lelet😘
5;mantap
4;setiap mau buka harus update dulu
2;jaringannya udah bisa blum
2;kok aflikasinya gk bisa di buka..tolong dong di perbaiki...
2;kenapa data tidak ditemukan, padahal no rekerning sudah di masukin dengan benar
5;👍
1;tolong perbaiki lagi kayak mobilebanking lain ny gak ribet ini ribet banget kita udah bikin aku hape ke restart ee di suruh aktivasi ulang ke bank.... buat ap buat aktivasi berkali2 ribet bangettt..
1;Ini aplikasi beneran apa cuma prank doang, sih. Kok gak pernah berhasil transaksinya... ☺️
5;Bagus
5;good
5;Bagus
1;tolong donk untuk layanan dimaksimalin lg!! gampang gantung untuk transaksi,seperti yg lain donkk!! setiap gagal transaksi uang segera di balikin ke rek semula!! gk pke nunggu 14 hr kerja
4;Sangat terbantu
1;ga bisa aktivasi katanya data tidak ditemukan sudah pake nomor atm bahkan nomor rekening pun
5;baik saja
5;ok
5;sangat membantu
5;good aplication....
3;tes dulu
5;puas
5;oke
4;keren
5;Praktis cek saldo dan Transfer
5;sangat membantu sekali😊😊
2;sesudah update ngga bisa masuk...invalid gitu tulisannya
5;kenapa bsbnya ga bs di buka bos..apa kesalahanya..
5;Siip,nyaman digunakan untuk keperluan sehari hari
5;baik
3;lumayan dalam pelayan online
