,score,content,case_folding,clean,filtering,tokenize,stopword,stemmer,normalizing
2543,1,Tidak bisa masuk LG setelah ganti hp,tidak bisa masuk lg setelah ganti hp,tidak bisa masuk lg setelah ganti hp,tidak bisa masuk lg setelah ganti hp,"['tidak', 'bisa', 'masuk', 'lg', 'setelah', 'ganti', 'hp']","['', '', 'masuk', 'lg', '', 'ganti', 'hp']","['', '', 'masuk', 'lg', '', 'ganti', 'hp']",  masuk lagi  ganti hp
2544,5,Biasanya lancar tapi sekarang harus aktivasi ulang,biasanya lancar tapi sekarang harus aktivasi ulang,biasanya lancar tapi sekarang harus aktivasi ulang,biasanya lancar tapi sekarang harus aktivasi ulang,"['biasanya', 'lancar', 'tapi', 'sekarang', 'harus', 'aktivasi', 'ulang']","['biasanya', 'lancar', '', 'sekarang', '', 'aktivasi', 'ulang']","['biasa', 'lancar', '', 'sekarang', '', 'aktivasi', 'ulang']",biasa lancar  sekarang  aktivasi ulang
2545,5,Siiip,siiip,siiip,,[],[],[],
2546,5,Sangant membantu..,sangant membantu..,sangant membantu,sangant membantu,"['sangant', 'membantu']","['sangant', 'membantu']","['sangant', 'bantu']",sangant bantu
2547,1,"Kenapa setelah diupdate malah harus aktivasi ulang,, sedangkan buku tabungan saya diluar kota, saya tidak bisa kembali karena sedang ada psbb. Benar2 menyusahkan, nyesel saya update. Gmn pertanggungjawabannya ini","kenapa setelah diupdate malah harus aktivasi ulang,, sedangkan buku tabungan saya diluar kota, saya tidak bisa kembali karena sedang ada psbb. benar2 menyusahkan, nyesel saya update. gmn pertanggungjawabannya ini",kenapa setelah diupdate malah harus aktivasi ulang   sedangkan buku tabungan saya diluar kota  saya tidak bisa kembali karena sedang ada psbb  benar  menyusahkan  nyesel saya update  gmn pertanggungjawabannya ini,kenapa setelah diupdate malah harus aktivasi ulang   sedangkan buku tabungan saya diluar kota  saya tidak bisa kembali karena sedang ada psbb  benar  menyusahkan  nyesel saya update  gmn pertanggungjawabannya ini,"['kenapa', 'setelah', 'diupdate', 'malah', 'harus', 'aktivasi', 'ulang', 'sedangkan', 'buku', 'tabungan', 'saya', 'diluar', 'kota', 'saya', 'tidak', 'bisa', 'kembali', 'karena', 'sedang', 'ada', 'psbb', 'benar', 'menyusahkan', 'nyesel', 'saya', 'update', 'gmn', 'pertanggungjawabannya', 'ini']","['', '', 'diupdate', 'malah', '', 'aktivasi', 'ulang', '', 'buku', 'tabungan', '', 'diluar', 'kota', '', '', '', '', '', 'sedang', '', 'psbb', 'benar', 'menyusahkan', 'nyesel', '', 'update', 'gmn', 'pertanggungjawabannya', '']","['', '', 'diupdate', 'malah', '', 'aktivasi', 'ulang', '', 'buku', 'tabung', '', 'luar', 'kota', '', '', '', '', '', 'sedang', '', 'psbb', 'benar', 'susah', 'nyesel', '', 'update', 'gmn', 'pertanggungjawabannya', '']",  diupdate malah  aktivasi ulang  buku tabung  luar kota      sedang  psbb benar susah nyesel  update gmn pertanggungjawabannya 
2548,5,ok,ok,ok,ok,['ok'],[''],[''],
2549,5,Mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
2550,5,good app,good app,good app,good app,"['good', 'app']","['good', 'app']","['good', 'app']",good app
2551,1,"Sering error, mau masuk loadingnya lama, padahal internetnya lancar,","sering error, mau masuk loadingnya lama, padahal internetnya lancar,",sering error  mau masuk loadingnya lama  padahal internetnya lancar,sering error  mau masuk loadingnya lama  padahal internetnya lancar,"['sering', 'error', 'mau', 'masuk', 'loadingnya', 'lama', 'padahal', 'internetnya', 'lancar']","['sering', 'error', 'mau', 'masuk', 'loadingnya', 'lama', 'padahal', 'internetnya', 'lancar']","['sering', 'error', 'mau', 'masuk', 'loadingnya', 'lama', 'padahal', 'internetnya', 'lancar']",sering error mau masuk loadingnya lama padahal internetnya lancar
2552,2,Sdh instal ko ga bisa buka ya,sdh instal ko ga bisa buka ya,sdh instal ko ga bisa buka ya,sdh instal ko ga bisa buka ya,"['sdh', 'instal', 'ko', 'ga', 'bisa', 'buka', 'ya']","['sdh', 'instal', 'ko', 'ga', '', 'buka', '']","['sdh', 'instal', 'ko', 'ga', '', 'buka', '']",sudah instal ko tidak  buka 
2553,3,Harus aktivasi sampe 10x baru bisa dipake,harus aktivasi sampe 10x baru bisa dipake,harus aktivasi sampe    baru bisa dipake,harus aktivasi sampe    baru bisa dipake,"['harus', 'aktivasi', 'sampe', 'baru', 'bisa', 'dipake']","['', 'aktivasi', 'sampe', 'baru', '', 'dipake']","['', 'aktivasi', 'sampe', 'baru', '', 'dipake']", aktivasi sampe baru  dipake
2554,1,"Payah ni minta aktivasi mulu, giliran diaktivasi malah keluar sendiri aplikasinya","payah ni minta aktivasi mulu, giliran diaktivasi malah keluar sendiri aplikasinya",payah ni minta aktivasi mulu  giliran diaktivasi malah keluar sendiri aplikasinya,payah ni minta aktivasi mulu  giliran diaktivasi malah keluar sendiri aplikasinya,"['payah', 'ni', 'minta', 'aktivasi', 'mulu', 'giliran', 'diaktivasi', 'malah', 'keluar', 'sendiri', 'aplikasinya']","['payah', 'ni', 'minta', 'aktivasi', 'mulu', 'giliran', 'diaktivasi', 'malah', 'keluar', 'sendiri', 'aplikasinya']","['payah', 'ni', 'minta', 'aktivasi', 'mulu', 'gilir', 'diaktivasi', 'malah', 'keluar', 'sendiri', 'aplikasi']",payah ini minta aktivasi mulu gilir diaktivasi malah keluar sendiri aplikasi
2555,1,Setelah update malah ndak bisa ngecek saldon sama transfer nyesel udah di update,setelah update malah ndak bisa ngecek saldon sama transfer nyesel udah di update,setelah update malah ndak bisa ngecek saldon sama transfer nyesel udah di update,setelah update malah ndak bisa ngecek saldon sama transfer nyesel udah di update,"['setelah', 'update', 'malah', 'ndak', 'bisa', 'ngecek', 'saldon', 'sama', 'transfer', 'nyesel', 'udah', 'di', 'update']","['', 'update', 'malah', 'ndak', '', 'ngecek', 'saldon', 'sama', 'transfer', 'nyesel', 'udah', '', 'update']","['', 'update', 'malah', 'ndak', '', 'ngecek', 'saldon', 'sama', 'transfer', 'nyesel', 'udah', '', 'update']", update malah ndak  ngecek saldon sama transfer nyesel udah  update
2556,1,"jarang dipake, pas dipake sering banger invalid version, mesti update terus.. dan jg kalo mau transfer ke no rek yg baru, mesti didaftarim dulu.. ini aplikasi m.banking terribet yg pernah kumiliki.. trus aktivasinya erorr mulu.. dikit2 aktivasi, tp pas diaktivasi malah susah, ngulang2 terus sampe jempol jebol","jarang dipake, pas dipake sering banger invalid version, mesti update terus.. dan jg kalo mau transfer ke no rek yg baru, mesti didaftarim dulu.. ini aplikasi m.banking terribet yg pernah kumiliki.. trus aktivasinya erorr mulu.. dikit2 aktivasi, tp pas diaktivasi malah susah, ngulang2 terus sampe jempol jebol",jarang dipake  pas dipake sering banger invalid version  mesti update terus   dan jg kalo mau transfer ke no rek yg baru  mesti didaftarim dulu   ini aplikasi   banking terribet yg pernah kumiliki   trus aktivasinya erorr mulu   dikit  aktivasi  tp pas diaktivasi malah susah  ngulang  terus sampe jempol jebol,jarang dipake  pas dipake sering banger invalid version  mesti update terus   dan jg kalo mau transfer ke no rek yg baru  mesti didaftarim dulu   ini aplikasi   banking terribet yg pernah kumiliki   trus aktivasinya erorr mulu   dikit  aktivasi  tp pas diaktivasi malah susah  ngulang  terus sampe jempol jebol,"['jarang', 'dipake', 'pas', 'dipake', 'sering', 'banger', 'invalid', 'version', 'mesti', 'update', 'terus', 'dan', 'jg', 'kalo', 'mau', 'transfer', 'ke', 'no', 'rek', 'yg', 'baru', 'mesti', 'didaftarim', 'dulu', 'ini', 'aplikasi', 'banking', 'terribet', 'yg', 'pernah', 'kumiliki', 'trus', 'aktivasinya', 'erorr', 'mulu', 'dikit', 'aktivasi', 'tp', 'pas', 'diaktivasi', 'malah', 'susah', 'ngulang', 'terus', 'sampe', 'jempol', 'jebol']","['jarang', 'dipake', 'pas', 'dipake', 'sering', 'banger', 'invalid', 'version', 'mesti', 'update', 'terus', '', 'jg', 'kalo', 'mau', 'transfer', '', 'no', 'rek', 'yg', 'baru', 'mesti', 'didaftarim', 'dulu', '', 'aplikasi', 'banking', 'terribet', 'yg', 'pernah', 'kumiliki', 'trus', 'aktivasinya', 'erorr', 'mulu', 'dikit', 'aktivasi', 'tp', 'pas', 'diaktivasi', 'malah', 'susah', 'ngulang', 'terus', 'sampe', 'jempol', 'jebol']","['jarang', 'dipake', 'pas', 'dipake', 'sering', 'banger', 'invalid', 'version', 'mesti', 'update', 'terus', '', 'jg', 'kalo', 'mau', 'transfer', '', 'no', 'rek', 'yg', 'baru', 'mesti', 'didaftarim', 'dulu', '', 'aplikasi', 'banking', 'terribet', 'yg', 'pernah', 'milik', 'trus', 'aktivasinya', 'erorr', 'mulu', 'dikit', 'aktivasi', 'tp', 'pas', 'diaktivasi', 'malah', 'susah', 'ngulang', 'terus', 'sampe', 'jempol', 'jebol']",jarang dipake pa dipake sering banger invalid version mesti update terus  jg kalo mau transfer  nomor rek yang baru mesti didaftarim dulu  aplikasi banking terribet yang pernah milik terus aktivasinya erorr mulu dikit aktivasi tapi pa diaktivasi malah susah ngulang terus sampe jempol jebol
2557,4,Bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
2558,1,Lol lah masa mau update pasword masalah jaringan Mulu padahal jaringan lancar,lol lah masa mau update pasword masalah jaringan mulu padahal jaringan lancar,lol lah masa mau update pasword masalah jaringan mulu padahal jaringan lancar,lol lah masa mau update pasword masalah jaringan mulu padahal jaringan lancar,"['lol', 'lah', 'masa', 'mau', 'update', 'pasword', 'masalah', 'jaringan', 'mulu', 'padahal', 'jaringan', 'lancar']","['lol', 'lah', 'masa', 'mau', 'update', 'pasword', 'masalah', 'jaringan', 'mulu', 'padahal', 'jaringan', 'lancar']","['lol', 'lah', 'masa', 'mau', 'update', 'pasword', 'masalah', 'jaring', 'mulu', 'padahal', 'jaring', 'lancar']",lol lah masa mau update pasword masalah jaring mulu padahal jaring lancar
2559,3,"Kenapa waktu mau log in malah disuruh aktivasi ulang, mohon pencerahannya","kenapa waktu mau log in malah disuruh aktivasi ulang, mohon pencerahannya",kenapa waktu mau log in malah disuruh aktivasi ulang  mohon pencerahannya,kenapa waktu mau log in malah disuruh aktivasi ulang  mohon pencerahannya,"['kenapa', 'waktu', 'mau', 'log', 'in', 'malah', 'disuruh', 'aktivasi', 'ulang', 'mohon', 'pencerahannya']","['', 'waktu', 'mau', 'log', 'in', 'malah', 'disuruh', 'aktivasi', 'ulang', 'mohon', 'pencerahannya']","['', 'waktu', 'mau', 'log', 'in', 'malah', 'suruh', 'aktivasi', 'ulang', 'mohon', 'cerah']", waktu mau log in malah suruh aktivasi ulang mohon cerah
2560,2,Klo mau TF slalu gak bisa,klo mau tf slalu gak bisa,klo mau tf slalu gak bisa,klo mau tf slalu gak bisa,"['klo', 'mau', 'tf', 'slalu', 'gak', 'bisa']","['klo', 'mau', 'tf', 'slalu', 'gak', '']","['klo', 'mau', 'tf', 'slalu', 'gak', '']",kalau mau transfer slalu gak 
2561,1,Knp gk bisa d download ini,knp gk bisa d download ini,knp gk bisa   download ini,knp gk bisa   download ini,"['knp', 'gk', 'bisa', 'download', 'ini']","['knp', 'gk', '', 'download', '']","['knp', 'gk', '', 'download', '']",kenapa tidak  download 
2562,5,"Setelah updte, buka aplikasi trus kalo di minta aktivasi ulang, cari di aplksinya ada tulisan aktivasi, trus masukin no rek / no kartu, berees","setelah updte, buka aplikasi trus kalo di minta aktivasi ulang, cari di aplksinya ada tulisan aktivasi, trus masukin no rek / no kartu, berees",setelah updte  buka aplikasi trus kalo di minta aktivasi ulang  cari di aplksinya ada tulisan aktivasi  trus masukin no rek   no kartu  berees,setelah updte  buka aplikasi trus kalo di minta aktivasi ulang  cari di aplksinya ada tulisan aktivasi  trus masukin no rek   no kartu  berees,"['setelah', 'updte', 'buka', 'aplikasi', 'trus', 'kalo', 'di', 'minta', 'aktivasi', 'ulang', 'cari', 'di', 'aplksinya', 'ada', 'tulisan', 'aktivasi', 'trus', 'masukin', 'no', 'rek', 'no', 'kartu', 'berees']","['', 'updte', 'buka', 'aplikasi', 'trus', 'kalo', '', 'minta', 'aktivasi', 'ulang', 'cari', '', 'aplksinya', '', 'tulisan', 'aktivasi', 'trus', 'masukin', 'no', 'rek', 'no', 'kartu', 'berees']","['', 'updte', 'buka', 'aplikasi', 'trus', 'kalo', '', 'minta', 'aktivasi', 'ulang', 'cari', '', 'aplksinya', '', 'tulis', 'aktivasi', 'trus', 'masukin', 'no', 'rek', 'no', 'kartu', 'berees']", updte buka aplikasi terus kalo  minta aktivasi ulang cari  aplksinya  tulis aktivasi terus masukin nomor rek nomor kartu berees
2563,1,"Gak bisa di akses stlh update aplikasi😩, ada solusi gak nih?","gak bisa di akses stlh update aplikasi😩, ada solusi gak nih?",gak bisa di akses stlh update aplikasi   ada solusi gak nih,gak bisa di akses stlh update aplikasi   ada solusi gak nih,"['gak', 'bisa', 'di', 'akses', 'stlh', 'update', 'aplikasi', 'ada', 'solusi', 'gak', 'nih']","['gak', '', '', 'akses', 'stlh', 'update', 'aplikasi', '', 'solusi', 'gak', 'nih']","['gak', '', '', 'akses', 'stlh', 'update', 'aplikasi', '', 'solusi', 'gak', 'nih']",gak   ak stlh update aplikasi  solusi gak nih
2564,5,Fungsional,fungsional,fungsional,fungsional,['fungsional'],['fungsional'],['fungsional'],fungsional
2565,4,"Saya tertarik untuk menggunakan fitur ini, nanti kalau bagus saya kasih 5 bintang","saya tertarik untuk menggunakan fitur ini, nanti kalau bagus saya kasih 5 bintang",saya tertarik untuk menggunakan fitur ini  nanti kalau bagus saya kasih   bintang,saya tertarik untuk menggunakan fitur ini  nanti kalau bagus saya kasih   bintang,"['saya', 'tertarik', 'untuk', 'menggunakan', 'fitur', 'ini', 'nanti', 'kalau', 'bagus', 'saya', 'kasih', 'bintang']","['', 'tertarik', '', 'menggunakan', 'fitur', '', '', 'kalau', 'bagus', '', 'kasih', 'bintang']","['', 'tarik', '', 'guna', 'fitur', '', '', 'kalau', 'bagus', '', 'kasih', 'bintang']", tarik  guna fitur   kalau bagus  kasih bintang
2566,5,Senang sangat membantu,senang sangat membantu,senang sangat membantu,senang sangat membantu,"['senang', 'sangat', 'membantu']","['senang', 'sangat', 'membantu']","['senang', 'sangat', 'bantu']",senang sangat bantu
2567,5,klau bisa di tmbah layanan utk pembayaran bpjs,klau bisa di tmbah layanan utk pembayaran bpjs,klau bisa di tmbah layanan utk pembayaran bpjs,klau bisa di tmbah layanan utk pembayaran bpjs,"['klau', 'bisa', 'di', 'tmbah', 'layanan', 'utk', 'pembayaran', 'bpjs']","['klau', '', '', 'tmbah', 'layanan', 'utk', 'pembayaran', 'bpjs']","['klau', '', '', 'tmbah', 'layan', 'utk', 'bayar', 'bpjs']",klau   tmbah layan untuk bayar bpjs
2568,5,"Setelah aktivasi ulang baru bisa login, harus ingat no rek, user dan password.. Semoga fiturnya tambah lengkap..","setelah aktivasi ulang baru bisa login, harus ingat no rek, user dan password.. semoga fiturnya tambah lengkap..",setelah aktivasi ulang baru bisa login  harus ingat no rek  user dan password   semoga fiturnya tambah lengkap,setelah aktivasi ulang baru bisa login  harus ingat no rek  user dan password   semoga fiturnya tambah lengkap,"['setelah', 'aktivasi', 'ulang', 'baru', 'bisa', 'login', 'harus', 'ingat', 'no', 'rek', 'user', 'dan', 'password', 'semoga', 'fiturnya', 'tambah', 'lengkap']","['', 'aktivasi', 'ulang', 'baru', '', 'login', '', 'ingat', 'no', 'rek', 'user', '', 'password', 'semoga', 'fiturnya', 'tambah', 'lengkap']","['', 'aktivasi', 'ulang', 'baru', '', 'login', '', 'ingat', 'no', 'rek', 'user', '', 'password', 'moga', 'fiturnya', 'tambah', 'lengkap']", aktivasi ulang baru  login  ingat nomor rek user  password moga fiturnya tambah lengkap
2569,1,"Habis di update , kenapa pas sign in disuruh aktifasi ulang ya?","habis di update , kenapa pas sign in disuruh aktifasi ulang ya?",habis di update   kenapa pas sign in disuruh aktifasi ulang ya,habis di update   kenapa pas sign in disuruh aktifasi ulang ya,"['habis', 'di', 'update', 'kenapa', 'pas', 'sign', 'in', 'disuruh', 'aktifasi', 'ulang', 'ya']","['habis', '', 'update', '', 'pas', 'sign', 'in', 'disuruh', 'aktifasi', 'ulang', '']","['habis', '', 'update', '', 'pas', 'sign', 'in', 'suruh', 'aktifasi', 'ulang', '']",habis  update  pa sign in suruh aktifasi ulang 
2570,2,Masih ga bisa login juga.. Jadi mesti ke bank y biar bisa login?,masih ga bisa login juga.. jadi mesti ke bank y biar bisa login?,masih ga bisa login juga   jadi mesti ke bank   biar bisa login,masih ga bisa login juga   jadi mesti ke bank   biar bisa login,"['masih', 'ga', 'bisa', 'login', 'juga', 'jadi', 'mesti', 'ke', 'bank', 'biar', 'bisa', 'login']","['', 'ga', '', 'login', '', 'jadi', 'mesti', '', 'bank', 'biar', '', 'login']","['', 'ga', '', 'login', '', 'jadi', 'mesti', '', 'bank', 'biar', '', 'login']", tidak  login  jadi mesti  bank biar  login
2571,4,"Udah bagus app, Sayang kurang lengkap fitur pembayarannya, coba bisa buat bayar listrik, dan tagihan lainnya, semoga kedepannya ada peningkatan lagi","udah bagus app, sayang kurang lengkap fitur pembayarannya, coba bisa buat bayar listrik, dan tagihan lainnya, semoga kedepannya ada peningkatan lagi",udah bagus app  sayang kurang lengkap fitur pembayarannya  coba bisa buat bayar listrik  dan tagihan lainnya  semoga kedepannya ada peningkatan lagi,udah bagus app  sayang kurang lengkap fitur pembayarannya  coba bisa buat bayar listrik  dan tagihan lainnya  semoga kedepannya ada peningkatan lagi,"['udah', 'bagus', 'app', 'sayang', 'kurang', 'lengkap', 'fitur', 'pembayarannya', 'coba', 'bisa', 'buat', 'bayar', 'listrik', 'dan', 'tagihan', 'lainnya', 'semoga', 'kedepannya', 'ada', 'peningkatan', 'lagi']","['udah', 'bagus', 'app', 'sayang', 'kurang', 'lengkap', 'fitur', 'pembayarannya', 'coba', '', 'buat', 'bayar', 'listrik', '', 'tagihan', 'lainnya', 'semoga', 'kedepannya', '', 'peningkatan', '']","['udah', 'bagus', 'app', 'sayang', 'kurang', 'lengkap', 'fitur', 'bayar', 'coba', '', 'buat', 'bayar', 'listrik', '', 'tagih', 'lain', 'moga', 'depan', '', 'tingkat', '']",udah bagus app sayang kurang lengkap fitur bayar coba  buat bayar listrik  tagih lain moga depan  tingkat 
2572,5,Bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
2573,1,"sangat disayangkan mau ganti pin pada saat masuk cek jaringan internet anda, padahal internet aman"" aja...","sangat disayangkan mau ganti pin pada saat masuk cek jaringan internet anda, padahal internet aman"" aja...",sangat disayangkan mau ganti pin pada saat masuk cek jaringan internet anda  padahal internet aman  aja,sangat disayangkan mau ganti pin pada saat masuk cek jaringan internet anda  padahal internet aman  aja,"['sangat', 'disayangkan', 'mau', 'ganti', 'pin', 'pada', 'saat', 'masuk', 'cek', 'jaringan', 'internet', 'anda', 'padahal', 'internet', 'aman', 'aja']","['sangat', 'disayangkan', 'mau', 'ganti', 'pin', '', '', 'masuk', 'cek', 'jaringan', 'internet', '', 'padahal', 'internet', 'aman', 'aja']","['sangat', 'sayang', 'mau', 'ganti', 'pin', '', '', 'masuk', 'cek', 'jaring', 'internet', '', 'padahal', 'internet', 'aman', 'aja']",sangat sayang mau ganti pin   masuk cek jaring internet  padahal internet aman aja
2574,1,"updet jdi ga bisa login, suruh aktivasi ulang data tidak di temukan ga jelas updetnya bikin tambah susah....","updet jdi ga bisa login, suruh aktivasi ulang data tidak di temukan ga jelas updetnya bikin tambah susah....",updet jdi ga bisa login  suruh aktivasi ulang data tidak di temukan ga jelas updetnya bikin tambah susah,updet jdi ga bisa login  suruh aktivasi ulang data tidak di temukan ga jelas updetnya bikin tambah susah,"['updet', 'jdi', 'ga', 'bisa', 'login', 'suruh', 'aktivasi', 'ulang', 'data', 'tidak', 'di', 'temukan', 'ga', 'jelas', 'updetnya', 'bikin', 'tambah', 'susah']","['updet', 'jdi', 'ga', '', 'login', 'suruh', 'aktivasi', 'ulang', 'data', '', '', 'temukan', 'ga', 'jelas', 'updetnya', 'bikin', 'tambah', 'susah']","['updet', 'jdi', 'ga', '', 'login', 'suruh', 'aktivasi', 'ulang', 'data', '', '', 'temu', 'ga', 'jelas', 'updetnya', 'bikin', 'tambah', 'susah']",updet jdi tidak  login suruh aktivasi ulang data   temu tidak jelas updetnya bikin tambah susah
